Date : 2026-05-02 17:54:01
Directory : d:\Projects\C\cleonos
Total : 1573 files,  448049 codes, 96912 comments, 83913 blanks, all 628874 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| d:\Projects\C\cleonos\clks\kernel\hal\video\psf_font.h                                                                                          | C++              |         15 |          0 |          5 |         20 |
| d:\Projects\C\cleonos\clks\kernel\input\keyboard.c                                                                                              | C                |        377 |          0 |         96 |        473 |
| d:\Projects\C\cleonos\clks\kernel\input\mouse.c                                                                                                 | C                |        269 |          0 |         69 |        338 |
| d:\Projects\C\cleonos\clks\kernel\interface\desktop.c                                                                                           | C                |        310 |          0 |         84 |        394 |
| d:\Projects\C\cleonos\clks\kernel\interface\shell.c                                                                                             | C                |      1,196 |          0 |        299 |      1,495 |
| d:\Projects\C\cleonos\clks\kernel\interface\tty.c                                                                                               | C                |      1,621 |          7 |        380 |      2,008 |
| d:\Projects\C\cleonos\clks\kernel\interface\wm.c                                                                                                | C                |      1,601 |          0 |        372 |      1,973 |
| d:\Projects\C\cleonos\clks\kernel\memory\heap.c                                                                                                 | C                |        137 |          0 |         44 |        181 |
| d:\Projects\C\cleonos\clks\kernel\memory\pmm.c                                                                                                  | C                |         82 |          0 |         23 |        105 |
| d:\Projects\C\cleonos\clks\kernel\runtime\driver.c                                                                                              | C                |        284 |          0 |         80 |        364 |
| d:\Projects\C\cleonos\clks\kernel\runtime\elf64.c                                                                                               | C                |        283 |          1 |         84 |        368 |
| d:\Projects\C\cleonos\clks\kernel\runtime\elfrunner.c                                                                                           | C                |         30 |          0 |          8 |         38 |
| d:\Projects\C\cleonos\clks\kernel\runtime\exec.c                                                                                                | C                |      2,847 |          8 |        734 |      3,589 |
| d:\Projects\C\cleonos\clks\kernel\runtime\kelf.c                                                                                                | C                |        198 |          1 |         52 |        251 |
| d:\Projects\C\cleonos\clks\kernel\runtime\net.c                                                                                                 | C                |      2,363 |         10 |        511 |      2,884 |
| d:\Projects\C\cleonos\clks\kernel\runtime\pty.c                                                                                                 | C                |        129 |          0 |         37 |        166 |
| d:\Projects\C\cleonos\clks\kernel\runtime\syscall.c                                                                                             | C                |      3,468 |          8 |        813 |      4,289 |
| d:\Projects\C\cleonos\clks\kernel\runtime\userland.c                                                                                            | C                |        146 |          0 |         38 |        184 |
| d:\Projects\C\cleonos\clks\kernel\storage\disk.c                                                                                                | C                |      2,530 |          2 |        622 |      3,154 |
| d:\Projects\C\cleonos\clks\kernel\storage\fs.c                                                                                                  | C                |        809 |          5 |        255 |      1,069 |
| d:\Projects\C\cleonos\clks\kernel\storage\ramdisk.c                                                                                             | C                |        172 |          0 |         50 |        222 |
| d:\Projects\C\cleonos\clks\kernel\support\libc_compat.c                                                                                         | C                |         48 |          0 |         15 |         63 |
| d:\Projects\C\cleonos\clks\kernel\support\string.c                                                                                              | C                |         54 |          0 |         16 |         70 |
| d:\Projects\C\cleonos\clks\rust\src\lib.rs                                                                                                      | Rust             |         21 |          0 |          6 |         27 |
| d:\Projects\C\cleonos\clks\third_party\miniz\miniz.h                                                                                            | C++              |        281 |        252 |         86 |        619 |
| d:\Projects\C\cleonos\clks\third_party\miniz\miniz_common.h                                                                                     | C++              |         73 |          2 |         16 |         91 |
| d:\Projects\C\cleonos\clks\third_party\miniz\miniz_export.h                                                                                     | C++              |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\clks\third_party\miniz\miniz_support.c                                                                                    | C                |         60 |          0 |         17 |         77 |
| d:\Projects\C\cleonos\clks\third_party\miniz\miniz_tdef.c                                                                                       | C                |      1,292 |         59 |        156 |      1,507 |
| d:\Projects\C\cleonos\clks\third_party\miniz\miniz_tdef.h                                                                                       | C++              |        111 |         72 |         24 |        207 |
| d:\Projects\C\cleonos\clks\third_party\miniz\miniz_tinfl.h                                                                                      | C++              |         82 |         62 |         25 |        169 |
| d:\Projects\C\cleonos\clks\third_party\miniz\miniz_zip.h                                                                                        | C++              |        292 |        136 |         96 |        524 |
| d:\Projects\C\cleonos\clks\third_party\qrcodegen\qrcodegen.c                                                                                    | C                |        759 |        176 |         96 |      1,031 |
| d:\Projects\C\cleonos\clks\third_party\qrcodegen\qrcodegen.h                                                                                    | C++              |         62 |        268 |         34 |        364 |
| d:\Projects\C\cleonos\clks\third_party\toaru\e1000_dev.h                                                                                        | C++              |         93 |          1 |         15 |        109 |
| d:\Projects\C\cleonos\configs\limine.conf                                                                                                       | Properties       |          6 |          0 |          2 |          8 |
| d:\Projects\C\cleonos\configs\menuconfig\clks_features.json                                                                                     | JSON             |        672 |          0 |          1 |        673 |
| d:\Projects\C\cleonos\docs\syscall.md                                                                                                           | Markdown         |        783 |          0 |        296 |      1,079 |
| d:\Projects\C\cleonos\kit\CMakeLists.txt                                                                                                        | CMake            |        205 |          0 |         42 |        247 |
| d:\Projects\C\cleonos\kit\Makefile                                                                                                              | Makefile         |         59 |          0 |         16 |         75 |
| d:\Projects\C\cleonos\kit\README.md                                                                                                             | Markdown         |         68 |          0 |         34 |        102 |
| d:\Projects\C\cleonos\kit\README.zh-CN.md                                                                                                       | Markdown         |         68 |          0 |         34 |        102 |
| d:\Projects\C\cleonos\kit\apps\hello\main.c                                                                                                     | C                |          5 |          0 |          2 |          7 |
| d:\Projects\C\cleonos\kit\include\cleonos_rust_bridge.h                                                                                         | C++              |          6 |          0 |          4 |         10 |
| d:\Projects\C\cleonos\kit\include\cleonos_stdio.h                                                                                               | C++              |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\kit\include\cleonos_syscall.h                                                                                             | C++              |        407 |          0 |         27 |        434 |
| d:\Projects\C\cleonos\kit\include\cleonos_version.h                                                                                             | C++              |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\kit\include\ctype.h                                                                                                       | C++              |         14 |          0 |          3 |         17 |
| d:\Projects\C\cleonos\kit\include\dlfcn.h                                                                                                       | C++              |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\kit\include\stdio.h                                                                                                       | C++              |         21 |          0 |          7 |         28 |
| d:\Projects\C\cleonos\kit\include\stdlib.h                                                                                                      | C++              |         32 |          0 |         11 |         43 |
| d:\Projects\C\cleonos\kit\include\string.h                                                                                                      | C++              |         25 |          0 |          5 |         30 |
| d:\Projects\C\cleonos\kit\include\strings.h                                                                                                     | C++              |          6 |          0 |          4 |         10 |
| d:\Projects\C\cleonos\kit\runtime\dlfcn.c                                                                                                       | C                |         33 |          0 |         16 |         49 |
| d:\Projects\C\cleonos\kit\runtime\libc_ctype.c                                                                                                  | C                |         34 |          0 |         12 |         46 |
| d:\Projects\C\cleonos\kit\runtime\libc_stdlib.c                                                                                                 | C                |        480 |          0 |        123 |        603 |
| d:\Projects\C\cleonos\kit\runtime\libc_string.c                                                                                                 | C                |        340 |          0 |        106 |        446 |
| d:\Projects\C\cleonos\kit\runtime\libc_strings.c                                                                                                | C                |         59 |          0 |         23 |         82 |
| d:\Projects\C\cleonos\kit\runtime\main_adapter.c                                                                                                | C                |          6 |          0 |          3 |          9 |
| d:\Projects\C\cleonos\kit\runtime\runtime.c                                                                                                     | C                |         41 |          0 |         13 |         54 |
| d:\Projects\C\cleonos\kit\runtime\stdio.c                                                                                                       | C                |        570 |          0 |        143 |        713 |
| d:\Projects\C\cleonos\kit\runtime\syscall.c                                                                                                     | C                |        404 |          0 |        134 |        538 |
| d:\Projects\C\cleonos\limine\.github\dependabot.yml                                                                                             | YAML             |          7 |          0 |          1 |          8 |
| d:\Projects\C\cleonos\limine\.github\workflows\binary-release.yml                                                                               | YAML             |         78 |          0 |         21 |         99 |
| d:\Projects\C\cleonos\limine\.github\workflows\check.yml                                                                                        | YAML             |         34 |          0 |         12 |         46 |
| d:\Projects\C\cleonos\limine\.github\workflows\pr_branch_check.yml                                                                              | YAML             |         13 |          0 |          3 |         16 |
| d:\Projects\C\cleonos\limine\.github\workflows\qa.yml                                                                                           | YAML             |         14 |          0 |          5 |         19 |
| d:\Projects\C\cleonos\limine\.github\workflows\release.yml                                                                                      | YAML             |         64 |          0 |         17 |         81 |
| d:\Projects\C\cleonos\limine\3RDPARTY.md                                                                                                        | Markdown         |         53 |          0 |         15 |         68 |
| d:\Projects\C\cleonos\limine\CONFIG.md                                                                                                          | Markdown         |        320 |          0 |         53 |        373 |
| d:\Projects\C\cleonos\limine\FAQ.md                                                                                                             | Markdown         |         26 |          0 |         10 |         36 |
| d:\Projects\C\cleonos\limine\INSTALL.md                                                                                                         | Markdown         |         37 |          0 |         15 |         52 |
| d:\Projects\C\cleonos\limine\README.md                                                                                                          | Markdown         |         70 |          0 |         33 |        103 |
| d:\Projects\C\cleonos\limine\USAGE.md                                                                                                           | Markdown         |         85 |          0 |         23 |        108 |
| d:\Projects\C\cleonos\limine\common\common.mk                                                                                                   | Makefile         |        562 |          0 |        115 |        677 |
| d:\Projects\C\cleonos\limine\common\crypt\blake2b.c                                                                                             | C                |        179 |          3 |         39 |        221 |
| d:\Projects\C\cleonos\limine\common\crypt\blake2b.h                                                                                             | C++              |          6 |          0 |          5 |         11 |
| d:\Projects\C\cleonos\limine\common\drivers\disk.h                                                                                              | C++              |         18 |          0 |          9 |         27 |
| d:\Projects\C\cleonos\limine\common\drivers\disk.s2.c                                                                                           | C                |        646 |         33 |        178 |        857 |
| d:\Projects\C\cleonos\limine\common\drivers\edid.c                                                                                              | C                |         61 |          0 |         25 |         86 |
| d:\Projects\C\cleonos\limine\common\drivers\edid.h                                                                                              | C++              |         37 |          0 |          7 |         44 |
| d:\Projects\C\cleonos\limine\common\drivers\gop.c                                                                                               | C                |        306 |          3 |         73 |        382 |
| d:\Projects\C\cleonos\limine\common\drivers\gop.h                                                                                               | C++              |         13 |          0 |          7 |         20 |
| d:\Projects\C\cleonos\limine\common\drivers\serial.c                                                                                            | C                |         37 |          1 |         13 |         51 |
| d:\Projects\C\cleonos\limine\common\drivers\serial.h                                                                                            | C++              |          9 |          0 |          7 |         16 |
| d:\Projects\C\cleonos\limine\common\drivers\vbe.c                                                                                               | C                |        307 |          8 |         53 |        368 |
| d:\Projects\C\cleonos\limine\common\drivers\vbe.h                                                                                               | C++              |         11 |          0 |          5 |         16 |
| d:\Projects\C\cleonos\limine\common\drivers\vga_textmode.c                                                                                      | C                |        294 |          5 |         71 |        370 |
| d:\Projects\C\cleonos\limine\common\drivers\vga_textmode.h                                                                                      | C++              |         24 |          0 |         12 |         36 |
| d:\Projects\C\cleonos\limine\common\entry.s2.c                                                                                                  | C                |        106 |          1 |         28 |        135 |
| d:\Projects\C\cleonos\limine\common\entry.s3.c                                                                                                  | C                |        202 |          0 |         47 |        249 |
| d:\Projects\C\cleonos\limine\common\fs\fat32.h                                                                                                  | C++              |          7 |          0 |          5 |         12 |
| d:\Projects\C\cleonos\limine\common\fs\fat32.s2.c                                                                                               | C                |        577 |         39 |        111 |        727 |
| d:\Projects\C\cleonos\limine\common\fs\file.h                                                                                                   | C++              |         39 |          0 |          7 |         46 |
| d:\Projects\C\cleonos\limine\common\fs\file.s2.c                                                                                                | C                |        163 |          0 |         22 |        185 |
| d:\Projects\C\cleonos\limine\common\fs\iso9660.h                                                                                                | C++              |          7 |          0 |          4 |         11 |
| d:\Projects\C\cleonos\limine\common\fs\iso9660.s2.c                                                                                             | C                |        407 |         38 |         94 |        539 |
| d:\Projects\C\cleonos\limine\common\gensyms.sh                                                                                                  | Shell Script     |         33 |          2 |         17 |         52 |
| d:\Projects\C\cleonos\limine\common\lib\acpi.c                                                                                                  | C                |        344 |         27 |        102 |        473 |
| d:\Projects\C\cleonos\limine\common\lib\acpi.h                                                                                                  | C++              |        163 |         24 |         30 |        217 |
| d:\Projects\C\cleonos\limine\common\lib\bli.c                                                                                                   | C                |         67 |          4 |         20 |         91 |
| d:\Projects\C\cleonos\limine\common\lib\bli.h                                                                                                   | C++              |          7 |          0 |          5 |         12 |
| d:\Projects\C\cleonos\limine\common\lib\config.c                                                                                                | C                |        628 |         11 |        126 |        765 |
| d:\Projects\C\cleonos\limine\common\lib\config.h                                                                                                | C++              |         28 |          0 |          9 |         37 |
| d:\Projects\C\cleonos\limine\common\lib\elf.c                                                                                                   | C                |        964 |         27 |        212 |      1,203 |
| d:\Projects\C\cleonos\limine\common\lib\elf.h                                                                                                   | C++              |         74 |          0 |         14 |         88 |
| d:\Projects\C\cleonos\limine\common\lib\elsewhere.c                                                                                             | C                |         81 |          7 |         17 |        105 |
| d:\Projects\C\cleonos\limine\common\lib\elsewhere.h                                                                                             | C++              |         16 |          0 |          5 |         21 |
| d:\Projects\C\cleonos\limine\common\lib\fb.c                                                                                                    | C                |        153 |          4 |         17 |        174 |
| d:\Projects\C\cleonos\limine\common\lib\fb.h                                                                                                    | C++              |         36 |          0 |         12 |         48 |
| d:\Projects\C\cleonos\limine\common\lib\fdt.c                                                                                                   | C                |         33 |          0 |         12 |         45 |
| d:\Projects\C\cleonos\limine\common\lib\fdt.h                                                                                                   | C++              |         10 |          0 |          6 |         16 |
| d:\Projects\C\cleonos\limine\common\lib\getchar.c                                                                                               | C                |        306 |          1 |         59 |        366 |
| d:\Projects\C\cleonos\limine\common\lib\getchar.h                                                                                               | C++              |         23 |          0 |          6 |         29 |
| d:\Projects\C\cleonos\limine\common\lib\gterm.c                                                                                                 | C                |        813 |          9 |        118 |        940 |
| d:\Projects\C\cleonos\limine\common\lib\gterm.h                                                                                                 | C++              |         29 |          0 |          6 |         35 |
| d:\Projects\C\cleonos\limine\common\lib\guid.c                                                                                                  | C                |         82 |          0 |         14 |         96 |
| d:\Projects\C\cleonos\limine\common\lib\guid.h                                                                                                  | C++              |         15 |          1 |          5 |         21 |
| d:\Projects\C\cleonos\limine\common\lib\image.c                                                                                                 | C                |         52 |          2 |         18 |         72 |
| d:\Projects\C\cleonos\limine\common\lib\image.h                                                                                                 | C++              |         27 |          0 |          6 |         33 |
| d:\Projects\C\cleonos\limine\common\lib\libc.c                                                                                                  | C                |        114 |          3 |         15 |        132 |
| d:\Projects\C\cleonos\limine\common\lib\libc.h                                                                                                  | C++              |         29 |          0 |          8 |         37 |
| d:\Projects\C\cleonos\limine\common\lib\libc.s2.c                                                                                               | C                |        122 |          2 |         26 |        150 |
| d:\Projects\C\cleonos\limine\common\lib\macros.aarch64_asm.h                                                                                    | C++              |         44 |          4 |          5 |         53 |
| d:\Projects\C\cleonos\limine\common\lib\memory.s2.c                                                                                             | C                |         41 |          0 |         13 |         54 |
| d:\Projects\C\cleonos\limine\common\lib\misc.c                                                                                                  | C                |        322 |          8 |         90 |        420 |
| d:\Projects\C\cleonos\limine\common\lib\misc.h                                                                                                  | C++              |        122 |          0 |         32 |        154 |
| d:\Projects\C\cleonos\limine\common\lib\misc.s2.c                                                                                               | C                |        117 |          0 |         12 |        129 |
| d:\Projects\C\cleonos\limine\common\lib\panic.s2.c                                                                                              | C                |         70 |          8 |         12 |         90 |
| d:\Projects\C\cleonos\limine\common\lib\part.h                                                                                                  | C++              |         86 |          2 |         23 |        111 |
| d:\Projects\C\cleonos\limine\common\lib\part.s2.c                                                                                               | C                |        464 |         31 |        121 |        616 |
| d:\Projects\C\cleonos\limine\common\lib\pe.c                                                                                                    | C                |        398 |          5 |         98 |        501 |
| d:\Projects\C\cleonos\limine\common\lib\pe.h                                                                                                    | C++              |          8 |          0 |          5 |         13 |
| d:\Projects\C\cleonos\limine\common\lib\print.h                                                                                                 | C++              |         11 |          0 |          6 |         17 |
| d:\Projects\C\cleonos\limine\common\lib\print.s2.c                                                                                              | C                |        200 |          0 |         36 |        236 |
| d:\Projects\C\cleonos\limine\common\lib\rand.c                                                                                                  | C                |        112 |          5 |         25 |        142 |
| d:\Projects\C\cleonos\limine\common\lib\rand.h                                                                                                  | C++              |          7 |          0 |          5 |         12 |
| d:\Projects\C\cleonos\limine\common\lib\real.h                                                                                                  | C++              |         26 |          0 |          9 |         35 |
| d:\Projects\C\cleonos\limine\common\lib\stb_image.c                                                                                             | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\limine\common\lib\term.c                                                                                                  | C                |        266 |          5 |         49 |        320 |
| d:\Projects\C\cleonos\limine\common\lib\term.h                                                                                                  | C++              |         47 |          0 |         13 |         60 |
| d:\Projects\C\cleonos\limine\common\lib\time.c                                                                                                  | C                |         59 |          2 |         15 |         76 |
| d:\Projects\C\cleonos\limine\common\lib\time.h                                                                                                  | C++              |          5 |          0 |          4 |          9 |
| d:\Projects\C\cleonos\limine\common\lib\trace.h                                                                                                 | C++              |          5 |          0 |          4 |          9 |
| d:\Projects\C\cleonos\limine\common\lib\trace.s2.c                                                                                              | C                |         79 |          0 |          9 |         88 |
| d:\Projects\C\cleonos\limine\common\lib\uri.c                                                                                                   | C                |        224 |          9 |         54 |        287 |
| d:\Projects\C\cleonos\limine\common\lib\uri.h                                                                                                   | C++              |          7 |          0 |          4 |         11 |
| d:\Projects\C\cleonos\limine\common\libc-compat\stdlib.h                                                                                        | C++              |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\limine\common\libc-compat\string.h                                                                                        | C++              |         19 |          0 |          5 |         24 |
| d:\Projects\C\cleonos\limine\common\menu.c                                                                                                      | C                |      1,378 |         30 |        150 |      1,558 |
| d:\Projects\C\cleonos\limine\common\menu.h                                                                                                      | C++              |         13 |          0 |          8 |         21 |
| d:\Projects\C\cleonos\limine\common\mm\mtrr.c                                                                                                   | C                |         91 |         18 |         32 |        141 |
| d:\Projects\C\cleonos\limine\common\mm\mtrr.h                                                                                                   | C++              |          7 |          0 |          5 |         12 |
| d:\Projects\C\cleonos\limine\common\mm\pmm.c                                                                                                    | C                |         70 |          3 |         16 |         89 |
| d:\Projects\C\cleonos\limine\common\mm\pmm.h                                                                                                    | C++              |         63 |          0 |         18 |         81 |
| d:\Projects\C\cleonos\limine\common\mm\pmm.s2.c                                                                                                 | C                |        662 |         37 |        192 |        891 |
| d:\Projects\C\cleonos\limine\common\mm\vmm.c                                                                                                    | C                |        416 |         30 |        110 |        556 |
| d:\Projects\C\cleonos\limine\common\mm\vmm.h                                                                                                    | C++              |        125 |          6 |         45 |        176 |
| d:\Projects\C\cleonos\limine\common\protos\chainload.c                                                                                          | C                |        283 |          7 |         78 |        368 |
| d:\Projects\C\cleonos\limine\common\protos\chainload.h                                                                                          | C++              |          5 |          0 |          4 |          9 |
| d:\Projects\C\cleonos\limine\common\protos\efi_boot_entry.c                                                                                     | C                |         94 |          6 |         26 |        126 |
| d:\Projects\C\cleonos\limine\common\protos\efi_boot_entry.h                                                                                     | C++              |          5 |          0 |          4 |          9 |
| d:\Projects\C\cleonos\limine\common\protos\limine.c                                                                                             | C                |      1,523 |         80 |        331 |      1,934 |
| d:\Projects\C\cleonos\limine\common\protos\limine.h                                                                                             | C++              |          5 |          0 |          4 |          9 |
| d:\Projects\C\cleonos\limine\common\protos\linux.h                                                                                              | C++              |         59 |          1 |         14 |         74 |
| d:\Projects\C\cleonos\limine\common\protos\linux_risc.c                                                                                         | C                |        412 |         22 |         99 |        533 |
| d:\Projects\C\cleonos\limine\common\protos\linux_x86.c                                                                                          | C                |        527 |         41 |         96 |        664 |
| d:\Projects\C\cleonos\limine\common\protos\multiboot.h                                                                                          | C++              |         13 |          0 |          5 |         18 |
| d:\Projects\C\cleonos\limine\common\protos\multiboot1.c                                                                                         | C                |        394 |         14 |        105 |        513 |
| d:\Projects\C\cleonos\limine\common\protos\multiboot1.h                                                                                         | C++              |         76 |          0 |         25 |        101 |
| d:\Projects\C\cleonos\limine\common\protos\multiboot2.c                                                                                         | C                |        782 |         77 |        182 |      1,041 |
| d:\Projects\C\cleonos\limine\common\protos\multiboot2.h                                                                                         | C++              |        331 |         30 |         58 |        419 |
| d:\Projects\C\cleonos\limine\common\pxe\pxe.h                                                                                                   | C++              |         96 |          0 |         16 |        112 |
| d:\Projects\C\cleonos\limine\common\pxe\pxe.s2.c                                                                                                | C                |         53 |          2 |         18 |         73 |
| d:\Projects\C\cleonos\limine\common\pxe\tftp.h                                                                                                  | C++              |         36 |          0 |         11 |         47 |
| d:\Projects\C\cleonos\limine\common\pxe\tftp.s2.c                                                                                               | C                |        211 |          5 |         52 |        268 |
| d:\Projects\C\cleonos\limine\common\stb_image.patch                                                                                             | Diff             |         74 |          7 |         10 |         91 |
| d:\Projects\C\cleonos\limine\common\sys\a20.h                                                                                                   | C++              |          6 |          0 |          4 |         10 |
| d:\Projects\C\cleonos\limine\common\sys\a20.s2.c                                                                                                | C                |         67 |          5 |         21 |         93 |
| d:\Projects\C\cleonos\limine\common\sys\cpu.h                                                                                                   | C++              |        429 |          2 |         82 |        513 |
| d:\Projects\C\cleonos\limine\common\sys\cpu.s2.c                                                                                                | C                |         58 |          6 |         14 |         78 |
| d:\Projects\C\cleonos\limine\common\sys\cpu_riscv.c                                                                                             | C                |        353 |         10 |         65 |        428 |
| d:\Projects\C\cleonos\limine\common\sys\e820.h                                                                                                  | C++              |          9 |          0 |          5 |         14 |
| d:\Projects\C\cleonos\limine\common\sys\e820.s2.c                                                                                               | C                |         33 |          0 |         12 |         45 |
| d:\Projects\C\cleonos\limine\common\sys\exceptions.s2.c                                                                                         | C                |         46 |          0 |          5 |         51 |
| d:\Projects\C\cleonos\limine\common\sys\gdt.h                                                                                                   | C++              |         23 |          0 |          7 |         30 |
| d:\Projects\C\cleonos\limine\common\sys\gdt.s2.c                                                                                                | C                |         83 |          0 |         13 |         96 |
| d:\Projects\C\cleonos\limine\common\sys\idt.c                                                                                                   | C                |         53 |          3 |         16 |         72 |
| d:\Projects\C\cleonos\limine\common\sys\idt.h                                                                                                   | C++              |         43 |          0 |         17 |         60 |
| d:\Projects\C\cleonos\limine\common\sys\idt.s2.c                                                                                                | C                |         26 |          0 |         10 |         36 |
| d:\Projects\C\cleonos\limine\common\sys\iommu.c                                                                                                 | C                |         94 |         21 |         30 |        145 |
| d:\Projects\C\cleonos\limine\common\sys\iommu.h                                                                                                 | C++              |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\limine\common\sys\lapic.c                                                                                                 | C                |        420 |         23 |         69 |        512 |
| d:\Projects\C\cleonos\limine\common\sys\lapic.h                                                                                                 | C++              |         30 |          0 |          9 |         39 |
| d:\Projects\C\cleonos\limine\common\sys\pic.c                                                                                                   | C                |         37 |          1 |         11 |         49 |
| d:\Projects\C\cleonos\limine\common\sys\pic.h                                                                                                   | C++              |          8 |          0 |          4 |         12 |
| d:\Projects\C\cleonos\limine\common\sys\sbi.h                                                                                                   | C++              |         25 |          0 |          8 |         33 |
| d:\Projects\C\cleonos\limine\common\sys\smp.c                                                                                                   | C                |        917 |         54 |        259 |      1,230 |
| d:\Projects\C\cleonos\limine\common\sys\smp.h                                                                                                   | C++              |         38 |          0 |         13 |         51 |
| d:\Projects\C\cleonos\limine\decompressor\decompressor.mk                                                                                       | Makefile         |         70 |          0 |         15 |         85 |
| d:\Projects\C\cleonos\limine\decompressor\main.c                                                                                                | C                |         31 |          2 |          5 |         38 |
| d:\Projects\C\cleonos\limine\decompressor\memory.c                                                                                              | C                |         41 |          0 |         13 |         54 |
| d:\Projects\C\cleonos\limine\decompressor\tinf.patch                                                                                            | Diff             |         42 |          3 |         10 |         55 |
| d:\Projects\C\cleonos\limine\host\hgen.sh                                                                                                       | Shell Script     |         10 |          1 |          6 |         17 |
| d:\Projects\C\cleonos\limine\host\host.mk                                                                                                       | Makefile         |         14 |          0 |          6 |         20 |
| d:\Projects\C\cleonos\limine\host\limine.c                                                                                                      | C                |      1,192 |         32 |        225 |      1,449 |
